Textbox_UWAGA2,Textbox_PARAMETRY
PRICE INDICES OF CONSUMER GOODS AND SERVICES BY VOIVODSHIP - QUARTERLY,"Year: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022
Quarter: I-III, IV-VI, VII-IX, X-XII
Territorial unit: POLAND, DOLNOSLASKIE, KUJAWSKO-POMORSKIE, LUBELSKIE, LUBUSKIE, LODZKIE, MALOPOLSKIE, MAZOWIECKIE, OPOLSKIE, PODKARPACKIE, PODLASKIE, POMORSKIE, SLASKIE, SWIETOKRZYSKIE, WARMINSKO-MAZURSKIE, WIELKOPOLSKIE, ZACHODNIOPOMORSKIE
Type of information: previous period = 100"

Textbox28,Textbox76,Textbox78,Textbox82
Table,Chart,Map,Metadata

Textbox5,Textbox6,TOWARY_I_USŁUGI_KONSUMPCYJNE,NAZWA_WOJ,KOD_ROK_KWARTAL_RZYM,WARTOSC_OST_blok51
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2014 IV-VI,99.1
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2014 VII-IX,97.7
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2014 X-XII,99.5
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2015 I-III,100.6
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2015 IV-VI,100.4
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2015 VII-IX,98.8
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2015 X-XII,100.1
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2016 I-III,100.6
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2016 IV-VI,100.4
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2016 VII-IX,99.3
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2016 X-XII,101.0
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2017 I-III,102.9
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2017 IV-VI,101.0
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2017 VII-IX,100.0
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2017 X-XII,101.9
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2018 I-III,100.8
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2018 IV-VI,99.9
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2018 VII-IX,99.1
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2018 X-XII,100.9
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2019 I-III,101.9
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2019 IV-VI,102.6
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2019 VII-IX,101.3
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2019 X-XII,100.8
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2020 I-III,103.5
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2020 IV-VI,100.9
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2020 VII-IX,97.8
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2020 X-XII,99.3
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2021 I-III,102.1
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2021 IV-VI,101.8
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2021 VII-IX,100.2
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2021 X-XII,101.5
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2022 I-III,103.7
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2022 IV-VI,107.1
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBELSKIE,2022 VII-IX,103.5
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2010 I-III,101.7
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2010 IV-VI,101.6
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2010 VII-IX,99.2
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2010 X-XII,101.5
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2011 I-III,103.3
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2011 IV-VI,102.9
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2011 VII-IX,96.2
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2011 X-XII,102.0
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2012 I-III,103.4
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2012 IV-VI,102.3
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2012 VII-IX,97.8
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2012 X-XII,100.7
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2013 I-III,101.3
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2013 IV-VI,101.6
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2013 VII-IX,98.9
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2013 X-XII,100.2
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2014 I-III,102.1
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2014 IV-VI,99.0
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2014 VII-IX,97.7
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2014 X-XII,99.1
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2015 I-III,101.3
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2015 IV-VI,100.6
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2015 VII-IX,98.5
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2015 X-XII,100.7
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2016 I-III,101.2
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2016 IV-VI,100.7
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2016 VII-IX,98.5
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2016 X-XII,100.8
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2017 I-III,103.0
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2017 IV-VI,100.3
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2017 VII-IX,100.2
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2017 X-XII,101.9
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2018 I-III,101.4
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2018 IV-VI,99.8
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2018 VII-IX,99.2
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2018 X-XII,101.1
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2019 I-III,102.2
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2019 IV-VI,102.7
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2019 VII-IX,101.1
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2019 X-XII,100.2
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2020 I-III,103.0
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2020 IV-VI,101.5
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2020 VII-IX,98.0
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2020 X-XII,99.0
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2021 I-III,102.4
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2021 IV-VI,102.0
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2021 VII-IX,99.9
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2021 X-XII,102.4
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2022 I-III,104.6
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2022 IV-VI,106.9
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,LUBUSKIE,2022 VII-IX,102.3
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2010 I-III,101.5
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2010 IV-VI,101.3
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2010 VII-IX,99.5
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2010 X-XII,102.4
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2011 I-III,104.2
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2011 IV-VI,102.6
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2011 VII-IX,95.9
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2011 X-XII,101.4
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2012 I-III,103.3
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2012 IV-VI,102.0
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2012 VII-IX,98.0
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2012 X-XII,101.0
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2013 I-III,102.1
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2013 IV-VI,101.2
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2013 VII-IX,99.0
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2013 X-XII,99.5
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2014 I-III,102.0
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2014 IV-VI,98.9
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2014 VII-IX,97.5
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2014 X-XII,99.2
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2015 I-III,100.9
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2015 IV-VI,100.5
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2015 VII-IX,99.0
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2015 X-XII,100.3
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2016 I-III,101.5
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2016 IV-VI,100.8
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2016 VII-IX,98.4
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2016 X-XII,100.6
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2017 I-III,103.2
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2017 IV-VI,100.4
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2017 VII-IX,99.7
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2017 X-XII,102.1
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2018 I-III,101.5
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2018 IV-VI,100.0
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2018 VII-IX,99.0
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2018 X-XII,100.7
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2019 I-III,102.2
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2019 IV-VI,102.4
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2019 VII-IX,100.7
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2019 X-XII,100.8
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2020 I-III,103.8
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2020 IV-VI,101.4
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2020 VII-IX,97.8
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2020 X-XII,99.5
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2021 I-III,102.6
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2021 IV-VI,102.3
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2021 VII-IX,99.8
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2021 X-XII,102.2
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2022 I-III,105.3
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2022 IV-VI,106.3
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MALOPOLSKIE,2022 VII-IX,103.4
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2010 I-III,102.1
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2010 IV-VI,101.3
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2010 VII-IX,98.8
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2010 X-XII,101.8
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2011 I-III,103.7
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2011 IV-VI,102.2
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2011 VII-IX,96.6
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2011 X-XII,101.6
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2012 I-III,103.8
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2012 IV-VI,101.7
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2012 VII-IX,97.5
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2012 X-XII,100.8
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2013 I-III,102.4
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2013 IV-VI,100.5
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2013 VII-IX,98.8
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2013 X-XII,100.2
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2014 I-III,102.2
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2014 IV-VI,98.7
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2014 VII-IX,97.1
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2014 X-XII,99.2
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2015 I-III,100.9
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2015 IV-VI,100.5
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2015 VII-IX,98.8
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2015 X-XII,100.5
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2016 I-III,101.3
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2016 IV-VI,100.5
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2016 VII-IX,97.8
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2016 X-XII,101.1
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2017 I-III,103.6
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2017 IV-VI,100.6
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2017 VII-IX,99.3
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2017 X-XII,102.0
Consumer goods and services,Territorial unit,Food and non-alcoholic beverages,MAZOWIECKIE,2018 I-III,101.9
